phone_id,t,lat,lon
356000000000000,0.0,38.540894253822806,-121.74928133797427
356000000000018,0.0,38.54098352769402,-121.74949032190707
356000000000026,0.0,38.541187789549156,-121.7492256824751
356000000000034,0.0,38.54092214766581,-121.74913638288915
356000000000042,0.0,38.54089640975735,-121.74940607826024
356000000000059,0.0,38.54111061214602,-121.74952266264872
356000000000067,0.0,38.54097254948989,-121.74963283419139
356000000000075,0.0,38.541128442685654,-121.74927534046135
356000000000083,0.0,38.54114840733528,-121.74952162882073
356000000000091,0.0,38.54088591559047,-121.74918383995349
356000000000109,0.0,38.541197446580995,-121.74918591099906
356000000000117,0.0,38.54095301997268,-121.74945291719591
356000000000125,0.0,38.54103459839156,-121.7490990858213
356000000000133,0.0,38.54092655169859,-121.74959486246944
356000000000141,0.0,38.54115492061132,-121.74916201009468
356000000000158,0.0,38.54121167652727,-121.74918516026817
356000000000166,0.0,38.54132130231797,-121.74934052299291
356000000000174,0.0,38.54113164030784,-121.749430961194
356000000000182,0.0,38.54116158404652,-121.74917238463702
356000000000190,0.0,38.541143041201046,-121.74915385912931
356000000000208,0.0,38.540903628764,-121.7492439769415
356000000000216,0.0,38.5410133354519,-121.74951735181591
356000000000224,0.0,38.54098784281506,-121.74960229158216
356000000000232,0.0,38.54100819415908,-121.74959012784603
356000000000240,0.0,38.541047317277055,-121.74928348423471
356000000000257,0.0,38.54097735522625,-121.74943575192003
356000000000265,0.0,38.54130487935815,-121.74949493948392
356000000000273,0.0,38.54115735513715,-121.74927640090301
356000000000281,0.0,38.541211404026306,-121.74954990377034
356000000000299,0.0,38.54105390393393,-121.74955434049691
356000000000307,0.0,38.5411712591403,-121.74908055570124
356000000000315,0.0,38.54119135454231,-121.74932863901282
356000000000323,0.0,38.54123251676428,-121.74916467256274
356000000000331,0.0,38.54089744709301,-121.74951669240149
356000000000349,0.0,38.54100358510134,-121.74946713867868
356000000000356,0.0,38.541307696812325,-121.74952705290802
356000000000364,0.0,38.541024726617415,-121.74914545112327
356000000000372,0.0,38.54106119018655,-121.74927215508173
356000000000380,0.0,38.54108966591963,-121.74912355470708
356000000000398,0.0,38.54099407515037,-121.74949614250076
356000000000406,0.0,38.541001333315286,-121.74932610504194
356000000000414,0.0,38.541287388657594,-121.74931278947547
356000000000422,0.0,38.54098177555722,-121.74941899435636
356000000000430,0.0,38.54111249086371,-121.749075959482
356000000000448,0.0,38.54090421070707,-121.7495959156727
356000000000455,0.0,38.54116560465435,-121.7495851683426
356000000000463,0.0,38.541073139042894,-121.74919379089911
356000000000471,0.0,38.54105487857981,-121.74961161922974
356000000000489,0.0,38.54112131377658,-121.74907677169544
356000000000497,0.0,38.54127070354918,-121.74909113399339
356000000000505,0.0,38.541207618228924,-121.74964146828565
356000000000513,0.0,38.54112485229465,-121.74925708811703
356000000000521,0.0,38.541171692464864,-121.74949502701926
356000000000539,0.0,38.54107881675523,-121.74958407693697
356000000000547,0.0,38.5413126092238,-121.74938783970562
356000000000554,0.0,38.54100162493829,-121.74914574629854
356000000000562,0.0,38.540963457350635,-121.749360963861
356000000000570,0.0,38.54127509016112,-121.74912465569436
356000000000588,0.0,38.54117078607658,-121.74947689300616
356000000000596,0.0,38.54095183075126,-121.74929880499225
356000000000604,0.0,38.54112593722889,-121.74921074863123
356000000000612,0.0,38.54112187199826,-121.7492015062021
356000000000620,0.0,38.5410289958079,-121.7496477247285
356000000000638,0.0,38.54130147597329,-121.74963688269656
356000000000646,0.0,38.541257589850176,-121.74914410094733
356000000000653,0.0,38.540909079237366,-121.74947169169391
356000000000661,0.0,38.54130951640089,-121.749144509443
356000000000679,0.0,38.541101889779604,-121.74959892999435
356000000000687,0.0,38.541225581262076,-121.74960835895901
356000000000695,0.0,38.54094081889304,-121.74920884251182
356000000000703,0.0,38.54113063269412,-121.74937547569033
356000000000711,0.0,38.541275952483396,-121.7494960412986
356000000000729,0.0,38.54097838722448,-121.74940538080851
356000000000737,0.0,38.54121176628868,-121.74933876347978
356000000000745,0.0,38.54102339264878,-121.74953269148733
356000000000752,0.0,38.54117570855483,-121.74907732915625
356000000000760,0.0,38.54111611656662,-121.74939679993787
356000000000778,0.0,38.54098419729265,-121.74957865615089
356000000000786,0.0,38.541147976295846,-121.749454158809
356000000000794,0.0,38.54098217941806,-121.74951608066581
356000000000802,0.0,38.54116725181398,-121.74960733779386
356000000000810,0.0,38.54129081058096,-121.74951675335832
356000000000828,0.0,38.54091490419284,-121.74915504714583
356000000000836,0.0,38.54118431151219,-121.74951155576433
356000000000844,0.0,38.540942584725066,-121.74952518674212
356000000000851,0.0,38.541140199457665,-121.74911153021903
356000000000869,0.0,38.54123639919282,-121.74937697331475
356000000000877,0.0,38.540968753441895,-121.74918494880266
356000000000885,0.0,38.54107714385271,-121.74959246236594
356000000000893,0.0,38.54109334714534,-121.74940512807453
356000000000901,0.0,38.54118628741474,-121.7492299237569
356000000000919,0.0,38.540927318091114,-121.7490836286232
356000000000927,0.0,38.54103581816475,-121.7494171472233
356000000000935,0.0,38.54099498898078,-121.74915387883722
356000000000943,0.0,38.5410850543496,-121.74953896687258
356000000000950,0.0,38.54100845159466,-121.74940610130359
356000000000968,0.0,38.54129884864709,-121.74950478736021
356000000000976,0.0,38.54127096002129,-121.74939391482641
356000000000984,0.0,38.54090577455576,-121.74933243816014
356000000000992,0.0,38.541259554621284,-121.74907495879422
356000000000000,2.5,38.54087467147138,-121.7493015766628
356000000000018,2.5,38.54098352769402,-121.74949032190707
356000000000026,2.5,38.54119385774912,-121.7492560145827
356000000000034,2.5,38.54092214766581,-121.74913638288915
356000000000042,2.5,38.5409240285416,-121.74939992574132
356000000000059,2.5,38.54108440347306,-121.74952450314977
356000000000067,2.5,38.540949976207315,-121.74962129774818
356000000000075,2.5,38.541101597327746,-121.74926370117167
356000000000083,2.5,38.54117710254836,-121.74952512895611
